日期,方向,結算日,ATR,停損,停利,進場價,出場原因,損益點數,淨損益(元),年份
2020-06-03,空,,161,65,129,11235,尾盤出場,-46.0,-490,2020
2020-06-04,空,,159,64,128,11396,移動停利,70.0,670,2020
2020-06-05,多,,161,64,128,11400,移動停利,15.0,120,2020
2020-06-08,空,,158,63,127,11542,移動停利,31.0,280,2020
2020-06-09,空,,158,63,126,11588,移動停利,43.0,400,2020
2020-06-10,多,,159,64,127,11639,移動停利,71.0,680,2020
2020-06-11,空,,161,64,129,11665,停利,129.0,1260,2020
2020-06-12,多,,165,66,132,11367,移動停利,45.0,420,2020
2020-06-15,空,,166,67,133,11355,移動停利,20.0,170,2020
2020-06-16,空,,182,73,145,11422,停損,-73.0,-760,2020
2020-06-17,空,是,173,69,138,11475,停損,-69.0,-720,2020
2020-06-18,空,,179,72,143,11351,移動停利,36.0,330,2020
2020-06-19,空,,172,69,137,11411,移動停利,30.0,270,2020
2020-06-22,多,,175,70,140,11400,移動停利,78.0,750,2020
2020-06-23,空,,175,70,140,11486,停利,140.0,1370,2020
2020-06-24,多,,174,69,139,11558,尾盤出場,-35.0,-380,2020
2020-06-29,多,,180,72,144,11415,移動停利,23.0,200,2020
2020-06-30,空,,178,71,142,11446,移動停利,14.0,110,2020
2020-07-01,多,,182,73,145,11496,移動停利,107.0,1040,2020
2020-07-02,多,,184,74,147,11605,尾盤出場,87.0,840,2020
2020-07-03,多,,176,71,141,11803,移動停利,27.0,240,2020
2020-07-06,多,,176,70,141,11935,移動停利,117.0,1140,2020
2020-07-07,空,,174,70,139,12135,停利,139.0,1360,2020
2020-07-08,多,,159,64,127,12055,移動停利,66.0,630,2020
2020-07-09,空,,160,64,128,12191,移動停利,14.0,110,2020
2020-07-10,空,,160,64,128,12175,停利,128.0,1250,2020
2020-07-13,空,,169,68,135,12128,停損,-68.0,-710,2020
2020-07-14,多,,167,67,133,12190,移動停利,14.0,110,2020
2020-07-15,空,是,165,66,132,12281,移動停利,111.0,1080,2020
2020-07-16,多,,178,71,142,12093,停損,-71.0,-740,2020
2020-07-17,空,,172,69,138,12083,移動停利,33.0,300,2020
2020-07-20,空,,174,70,139,12052,停利,139.0,1360,2020
2020-07-21,多,,184,74,147,12152,停利,147.0,1440,2020
2020-07-22,多,,180,72,144,12307,移動停利,23.0,200,2020
2020-07-23,空,,178,71,142,12272,移動停利,53.0,500,2020
2020-07-24,多,,178,71,142,12288,移動停利,44.0,410,2020
2020-07-27,多,,193,77,155,12474,移動停利,37.0,340,2020
2020-07-28,多,,220,88,176,12844,停損,-88.0,-910,2020
2020-07-29,空,,223,89,179,12422,移動停利,10.0,70,2020
2020-07-30,空,,222,89,177,12560,移動停利,52.0,490,2020
2020-07-31,多,,215,86,172,12609,移動停利,15.0,120,2020
2020-08-03,多,,220,88,176,12549,停損,-88.0,-910,2020
2020-08-04,空,,221,88,177,12498,停損,-88.0,-910,2020
2020-08-05,多,,209,84,167,12707,尾盤出場,34.0,310,2020
2020-08-06,多,,213,85,170,12876,停損,-85.0,-880,2020
2020-08-07,空,,212,85,169,12830,移動停利,104.0,1010,2020
2020-08-10,多,,204,82,163,12782,移動停利,103.0,1000,2020
2020-08-11,多,,207,83,166,12830,移動停利,24.0,210,2020
2020-08-12,空,,210,84,168,12662,移動停利,77.0,740,2020
2020-08-13,空,,207,83,165,12804,移動停利,82.0,790,2020
2020-08-14,多,,187,75,149,12697,移動停利,64.0,610,2020
2020-08-17,多,,165,66,132,12822,停利,132.0,1290,2020
2020-08-18,空,,166,66,133,12970,停利,133.0,1300,2020
2020-08-19,多,是,164,65,131,12913,移動停利,22.0,190,2020
2020-08-20,空,,208,83,166,12661,停利,166.0,1630,2020
2020-08-21,多,,217,87,173,12498,移動停利,78.0,750,2020
2020-08-24,多,,214,86,171,12610,移動停利,23.0,200,2020
2020-08-25,多,,219,88,175,12680,移動停利,95.0,920,2020
2020-08-26,多,,215,86,172,12742,移動停利,20.0,170,2020
2020-08-27,多,,217,87,173,12870,移動停利,35.0,320,2020
2020-08-28,空,,214,86,171,12689,移動停利,29.0,260,2020
2020-08-31,多,,222,89,178,12812,停損,-89.0,-920,2020
2020-09-01,空,,222,89,178,12555,停損,-89.0,-920,2020
2020-09-02,空,,222,89,178,12743,移動停利,128.0,1250,2020
2020-09-03,空,,224,89,179,12778,移動停利,42.0,390,2020
2020-09-04,多,,226,90,181,12595,移動停利,36.0,330,2020
2020-09-07,多,,227,91,182,12660,移動停利,53.0,500,2020
2020-09-08,空,,222,89,178,12640,移動停利,10.0,70,2020
2020-09-09,空,,186,75,149,12504,移動停利,50.0,470,2020
2020-09-10,空,,173,69,139,12656,移動停利,14.0,110,2020
2020-09-11,空,,169,68,135,12655,移動停利,24.0,210,2020
2020-09-14,空,,165,66,132,12690,停損,-66.0,-690,2020
2020-09-15,多,,164,66,131,12777,尾盤出場,70.0,670,2020
2020-09-16,多,是,163,65,130,12966,停損,-65.0,-680,2020
2020-09-17,多,,166,67,133,12865,移動停利,23.0,200,2020
2020-09-18,空,,154,62,123,12812,移動停利,19.0,160,2020
2020-09-21,多,,158,63,127,12824,移動停利,33.0,300,2020
2020-09-22,空,,158,63,126,12606,移動停利,75.0,720,2020
2020-09-23,空,,155,62,124,12536,移動停利,55.0,520,2020
2020-09-24,空,,165,66,132,12340,停利,132.0,1290,2020
2020-09-25,多,,166,67,133,12278,移動停利,11.0,80,2020
2020-09-28,多,,174,70,139,12303,尾盤出場,111.0,1080,2020
2020-09-29,空,,167,67,133,12466,移動停利,43.0,400,2020
2020-09-30,多,,168,67,135,12484,移動停利,44.0,410,2020
2020-10-05,空,,172,69,138,12572,移動停利,66.0,630,2020
2020-10-06,多,,175,70,140,12650,移動停利,34.0,310,2020
2020-10-07,多,,179,71,143,12641,尾盤出場,115.0,1120,2020
2020-10-08,空,,175,70,140,12816,移動停利,24.0,210,2020
2020-10-12,空,,169,68,135,12918,停損,-68.0,-710,2020
2020-10-13,空,,172,69,138,12929,移動停利,93.0,900,2020
2020-10-14,空,,163,65,130,12922,移動停利,22.0,190,2020
2020-10-15,多,,162,65,129,12850,移動停利,22.0,190,2020
2020-10-16,空,,163,65,131,12806,移動停利,14.0,110,2020
2020-10-19,多,,150,60,120,12817,移動停利,69.0,660,2020
2020-10-20,空,,140,56,112,12864,尾盤出場,8.0,50,2020
2020-10-21,多,是,131,52,104,12914,移動停利,12.0,90,2020
2020-10-22,多,,132,53,106,12760,移動停利,43.0,400,2020
2020-10-23,空,,130,52,104,12854,移動停利,39.0,360,2020
2020-10-26,多,,127,51,102,12876,停損,-51.0,-540,2020
2020-10-27,空,,121,49,97,12793,尾盤出場,-14.0,-170,2020
2020-10-28,多,,117,47,94,12790,停損,-47.0,-500,2020
2020-10-29,多,,126,50,100,12600,移動停利,20.0,170,2020
2020-10-30,空,,131,52,105,12522,移動停利,57.0,540,2020
2020-11-02,空,,130,52,104,12471,移動停利,49.0,460,2020
2020-11-03,空,,138,55,111,12611,停損,-55.0,-580,2020
2020-11-04,空,,142,57,114,12701,停損,-57.0,-600,2020
2020-11-05,空,,139,56,111,12873,移動停利,15.0,120,2020
2020-11-06,多,,135,54,108,12955,移動停利,16.0,130,2020
2020-11-09,多,,147,59,118,13132,移動停利,23.0,200,2020
2020-11-10,多,,151,60,121,13149,停損,-60.0,-630,2020
2020-11-11,多,,155,62,124,13110,停利,124.0,1210,2020
2020-11-12,空,,157,63,125,13262,移動停利,27.0,240,2020
2020-11-13,多,,157,63,126,13233,停損,-63.0,-660,2020
2020-11-16,多,,172,69,137,13449,尾盤出場,130.0,1270,2020
2020-11-17,空,,176,70,141,13656,移動停利,29.0,260,2020
2020-11-18,多,是,171,68,137,13647,停利,137.0,1340,2020
2020-11-19,多,,164,66,131,13738,停損,-66.0,-690,2020
2020-11-20,空,,162,65,129,13690,移動停利,13.0,100,2020
2020-11-23,多,,162,65,130,13843,移動停利,80.0,770,2020
2020-11-24,空,,158,63,126,13890,移動停利,49.0,460,2020
2020-11-25,空,,166,66,132,13878,停利,132.0,1290,2020
2020-11-26,空,,169,68,135,13759,停損,-68.0,-710,2020
2020-11-27,多,,161,64,129,13800,移動停利,70.0,670,2020
2020-11-30,多,,170,68,136,13933,停損,-68.0,-710,2020
2020-12-01,空,,167,67,134,13802,移動停利,31.0,280,2020
2020-12-02,空,,168,67,134,13912,移動停利,37.0,340,2020
2020-12-03,空,,169,68,136,13942,移動停利,19.0,160,2020
2020-12-04,多,,160,64,128,14048,移動停利,48.0,450,2020
2020-12-07,空,,160,64,128,14181,移動停利,74.0,710,2020
2020-12-08,空,,162,65,130,14176,停損,-65.0,-680,2020
2020-12-09,多,,162,65,130,14372,移動停利,31.0,280,2020
2020-12-10,空,,171,68,136,14254,移動停利,16.0,130,2020
2020-12-11,空,,174,69,139,14288,停利,139.0,1360,2020
2020-12-14,空,,169,68,135,14244,移動停利,13.0,100,2020
2020-12-15,多,,168,67,134,14175,移動停利,37.0,340,2020
2020-12-16,多,是,174,70,140,14205,尾盤出場,117.0,1140,2020
2020-12-17,空,,182,73,146,14201,移動停利,96.0,930,2020
2020-12-18,空,,170,68,136,14174,移動停利,20.0,170,2020
2020-12-21,空,,179,72,143,14143,移動停利,102.0,990,2020
2020-12-22,多,,191,76,153,14264,移動停利,50.0,470,2020
2020-12-23,多,,191,76,153,14104,移動停利,29.0,260,2020
2020-12-24,多,,192,77,154,14214,移動停利,38.0,350,2020
2020-12-25,多,,191,76,153,14337,移動停利,26.0,230,2020
2020-12-28,多,,187,75,149,14346,尾盤出場,89.0,860,2020
2020-12-29,空,,186,75,149,14427,移動停利,31.0,280,2020
2020-12-30,多,,185,74,148,14480,停利,148.0,1450,2020
2020-12-31,空,,175,70,140,14668,移動停利,25.0,220,2020
2021-01-04,多,,190,76,152,14665,停利,152.0,1490,2021
2021-01-05,空,,186,74,148,14855,停損,-74.0,-770,2021
2021-01-06,多,,195,78,156,15072,停損,-78.0,-810,2021
2021-01-07,多,,203,81,162,15090,移動停利,134.0,1310,2021
2021-01-08,空,,214,85,171,15371,移動停利,87.0,840,2021
2021-01-11,多,,205,82,164,15428,移動停利,62.0,590,2021
2021-01-12,空,,198,79,159,15511,移動停利,25.0,220,2021
2021-01-13,多,,209,83,167,15585,停利,167.0,1640,2021
2021-01-14,空,,206,82,165,15652,停損,-82.0,-850,2021
2021-01-15,空,,226,90,180,15940,停利,180.0,1770,2021
2021-01-18,空,,241,96,193,15625,停利,193.0,1900,2021
2021-01-19,多,,259,103,207,15748,移動停利,74.0,710,2021
2021-01-20,空,是,260,104,208,15872,移動停利,36.0,330,2021
2021-01-21,多,,283,113,226,15813,停利,226.0,2230,2021
2021-01-22,多,,276,110,221,16052,移動停利,13.0,100,2021
2021-01-25,空,,286,115,229,15950,停利,229.0,2260,2021
2021-01-26,空,,291,116,233,15852,移動停利,198.0,1950,2021
2021-01-27,多,,282,113,226,15754,移動停利,40.0,370,2021
2021-01-28,多,,290,116,232,15420,移動停利,84.0,810,2021
2021-01-29,空,,312,125,250,15472,移動停利,125.0,1220,2021
2021-02-01,空,,321,128,257,15147,移動停利,37.0,340,2021
2021-02-02,多,,333,133,266,15499,停利,266.0,2630,2021
2021-02-03,空,,334,134,267,15831,移動停利,95.0,920,2021
2021-02-04,多,,321,129,257,15726,移動停利,31.0,280,2021
2021-02-05,空,,316,127,253,15803,停損,-127.0,-1300,2021
2021-02-17,多,是,337,135,270,16277,移動停利,102.0,990,2021
2021-02-18,空,,338,135,270,16341,移動停利,34.0,310,2021
2021-02-19,空,,326,130,261,16288,移動停利,138.0,1350,2021
2021-02-22,多,,329,132,263,16509,移動停利,35.0,320,2021
2021-02-23,多,,328,131,262,16248,移動停利,155.0,1520,2021
2021-02-24,多,,319,127,255,16312,移動停利,103.0,1000,2021
2021-02-25,空,,319,128,255,16375,移動停利,91.0,880,2021
2021-02-26,多,,332,133,266,16085,停損,-133.0,-1360,2021
2021-03-02,空,,328,131,262,16211,移動停利,158.0,1550,2021
2021-03-03,空,,327,131,261,15981,移動停利,76.0,730,2021
2021-03-04,空,,324,130,259,16010,移動停利,92.0,890,2021
2021-03-05,多,,338,135,271,15634,移動停利,151.0,1480,2021
2021-03-08,空,,345,138,276,15942,移動停利,31.0,280,2021
2021-03-09,空,,342,137,273,15692,移動停利,64.0,610,2021
2021-03-10,空,,310,124,248,15934,移動停利,106.0,1030,2021
2021-03-11,多,,316,126,253,15977,移動停利,217.0,2140,2021
2021-03-12,空,,308,123,246,16243,移動停利,34.0,310,2021
2021-03-15,多,,298,119,238,16219,移動停利,10.0,70,2021
2021-03-16,多,,289,116,231,16257,移動停利,18.0,150,2021
2021-03-17,空,是,280,112,224,16295,移動停利,20.0,170,2021
2021-03-18,多,,279,111,223,16274,移動停利,107.0,1040,2021
2021-03-19,空,,261,104,209,16056,移動停利,47.0,440,2021
2021-03-22,空,,250,100,200,15975,移動停利,44.0,410,2021
2021-03-23,多,,241,96,192,16235,移動停利,22.0,190,2021
2021-03-24,多,,223,89,179,16035,停損,-89.0,-920,2021
2021-03-25,多,,214,85,171,15907,移動停利,40.0,370,2021
2021-03-26,多,,209,83,167,16123,停利,167.0,1640,2021
2021-03-29,多,,206,82,165,16383,移動停利,82.0,790,2021
2021-03-30,空,,202,81,161,16465,移動停利,25.0,220,2021
2021-03-31,多,,188,75,151,16544,停損,-75.0,-780,2021
2021-04-01,空,,191,76,152,16527,移動停利,22.0,190,2021
2021-04-06,空,,204,81,163,16728,停損,-81.0,-840,2021
2021-04-07,空,,201,80,161,16751,移動停利,58.0,550,2021
2021-04-08,多,,206,82,165,16726,移動停利,80.0,770,2021
2021-04-09,空,,202,81,161,16949,移動停利,119.0,1160,2021
2021-04-12,多,,196,78,157,16902,移動停利,43.0,400,2021
2021-04-13,多,,196,78,157,16918,移動停利,108.0,1050,2021
2021-04-14,空,,207,83,165,16842,移動停利,61.0,580,2021
2021-04-15,多,,210,84,168,16895,停利,168.0,1650,2021
2021-04-16,空,,206,82,165,17016,停損,-82.0,-850,2021
2021-04-19,多,,201,80,161,17142,移動停利,134.0,1310,2021
2021-04-20,多,,195,78,156,17254,移動停利,25.0,220,2021
2021-04-21,空,是,198,79,159,17210,移動停利,40.0,370,2021
2021-04-22,多,,211,84,169,17269,移動停利,44.0,410,2021
2021-04-23,多,,214,86,172,17088,移動停利,120.0,1170,2021
2021-04-26,多,,214,86,171,17357,停利,171.0,1680,2021
2021-04-27,多,,214,86,171,17535,移動停利,21.0,180,2021
2021-04-28,多,,203,81,163,17549,尾盤出場,-18.0,-210,2021
2021-04-29,多,,204,82,163,17644,移動停利,38.0,350,2021
2021-05-03,空,,214,86,171,17476,停利,171.0,1680,2021
2021-05-04,空,,241,96,193,17266,停利,193.0,1900,2021
2021-05-05,多,,236,95,189,16959,移動停利,41.0,380,2021
2021-05-06,多,,248,99,198,16917,移動停利,144.0,1410,2021
2021-05-07,空,,260,104,208,17112,移動停利,24.0,210,2021
2021-05-10,空,,261,104,209,17322,移動停利,124.0,1210,2021
2021-05-11,多,,310,124,248,16969,停損,-124.0,-1270,2021
2021-05-12,多,,407,163,326,16516,停損,-163.0,-1660,2021
2021-05-13,多,,430,172,344,15664,移動停利,232.0,2290,2021
2021-05-14,多,,447,179,358,15837,移動停利,164.0,1610,2021
2021-05-17,多,,476,190,381,15491,移動停利,224.0,2210,2021
2021-05-18,多,,533,213,426,15597,移動停利,370.0,3670,2021
2021-05-19,空,是,545,218,436,16047,移動停利,34.0,310,2021
2021-05-20,空,,553,221,443,16031,移動停利,96.0,930,2021
2021-05-21,空,,560,224,448,16216,移動停利,124.0,1210,2021
2021-05-24,多,,536,214,429,16164,移動停利,89.0,860,2021
2021-05-25,多,,541,216,432,16487,移動停利,97.0,940,2021
2021-05-26,空,,525,210,420,16608,移動停利,84.0,810,2021
2021-05-28,空,,539,216,431,16728,移動停利,35.0,320,2021
2021-05-31,多,,499,199,399,16924,移動停利,154.0,1510,2021
2021-06-01,多,,399,160,319,17090,移動停利,38.0,350,2021
2021-06-02,空,,366,146,293,17154,移動停利,30.0,270,2021
2021-06-03,空,,349,140,279,17225,移動停利,15.0,120,2021
2021-06-04,多,,315,126,252,17078,移動停利,56.0,530,2021
2021-06-07,空,,286,115,229,17181,停利,229.0,2260,2021
2021-06-08,空,,279,112,223,17153,移動停利,103.0,1000,2021
2021-06-09,空,,273,109,219,16991,移動停利,31.0,280,2021
2021-06-10,多,,257,103,205,17066,移動停利,79.0,760,2021
2021-06-11,多,,245,98,196,17238,移動停利,40.0,370,2021
2021-06-15,空,,235,94,188,17311,移動停利,15.0,120,2021
2021-06-16,多,是,249,100,199,17352,移動停利,23.0,200,2021
2021-06-17,多,,243,97,194,17110,尾盤出場,183.0,1800,2021
2021-06-18,空,,227,91,181,17289,移動停利,57.0,540,2021
2021-06-21,多,,236,94,189,17089,停損,-94.0,-970,2021
2021-06-22,空,,242,97,193,17128,移動停利,107.0,1040,2021
2021-06-23,空,,250,100,200,17088,停損,-100.0,-1030,2021
2021-06-24,多,,244,98,195,17304,移動停利,74.0,710,2021
2021-06-25,多,,246,98,196,17445,移動停利,97.0,940,2021
2021-06-28,空,,221,88,177,17448,移動停利,30.0,270,2021
2021-06-29,空,,221,88,177,17575,移動停利,99.0,960,2021
2021-06-30,多,,224,89,179,17620,移動停利,126.0,1230,2021
2021-07-01,多,,224,90,179,17688,移動停利,66.0,630,2021
2021-07-02,多,,224,90,179,17667,移動停利,37.0,340,2021
2021-07-05,多,,230,92,184,17793,移動停利,87.0,840,2021
2021-07-06,空,,212,85,170,17930,移動停利,52.0,490,2021
2021-07-07,多,,204,82,163,17835,移動停利,51.0,480,2021
2021-07-08,空,,210,84,168,17860,移動停利,146.0,1430,2021
2021-07-09,空,,205,82,164,17645,移動停利,99.0,960,2021
2021-07-12,多,,211,85,169,17882,移動停利,58.0,550,2021
2021-07-13,空,,205,82,164,17954,移動停利,110.0,1070,2021
2021-07-14,空,,208,83,166,17846,移動停利,78.0,750,2021
2021-07-15,多,,205,82,164,17938,尾盤出場,82.0,790,2021
2021-07-16,多,,211,84,169,17842,移動停利,46.0,430,2021
2021-07-19,多,,218,87,175,17734,移動停利,18.0,150,2021
2021-07-20,多,,224,90,179,17707,停損,-90.0,-930,2021
2021-07-21,空,是,230,92,184,17637,移動停利,86.0,830,2021
2021-07-22,多,,233,93,186,17442,移動停利,63.0,600,2021
2021-07-23,多,,226,91,181,17502,移動停利,37.0,340,2021
2021-07-26,空,,238,95,191,17435,移動停利,146.0,1430,2021
2021-07-27,空,,239,95,191,17274,移動停利,18.0,150,2021
2021-07-28,空,,256,102,204,17052,停利,204.0,2010,2021
2021-07-29,空,,260,104,208,17123,移動停利,35.0,320,2021
2021-07-30,多,,253,101,203,17295,停損,-101.0,-1040,2021
2021-08-02,空,,261,104,209,17308,移動停利,128.0,1250,2021
2021-08-03,空,,258,103,206,17405,移動停利,14.0,110,2021
2021-08-04,多,,254,102,203,17513,移動停利,48.0,450,2021
2021-08-05,空,,241,96,193,17556,移動停利,16.0,130,2021
2021-08-06,空,,236,94,188,17483,移動停利,110.0,1070,2021
2021-08-09,空,,228,91,183,17275,移動停利,20.0,170,2021
2021-08-10,空,,220,88,176,17396,移動停利,105.0,1020,2021
2021-08-11,多,,223,89,179,17256,移動停利,22.0,190,2021
2021-08-12,多,,218,87,175,17214,停損,-87.0,-900,2021
2021-08-13,空,,216,87,173,17155,停利,173.0,1700,2021
2021-08-16,多,,216,86,173,16854,移動停利,62.0,590,2021
2021-08-17,空,,206,82,164,16821,移動停利,35.0,320,2021
2021-08-18,多,是,208,83,167,16457,移動停利,58.0,550,2021
2021-08-19,空,,232,93,185,16603,停利,185.0,1820,2021
2021-08-20,空,,229,92,184,16295,移動停利,91.0,880,2021
2021-08-23,多,,258,103,206,16471,停利,206.0,2030,2021
2021-08-24,空,,261,104,209,16800,移動停利,60.0,570,2021
2021-08-25,多,,270,108,216,16827,移動停利,66.0,630,2021
2021-08-26,空,,273,109,218,17091,移動停利,181.0,1780,2021
2021-08-27,多,,280,112,224,16966,停利,224.0,2210,2021
2021-08-30,多,,280,112,224,17274,移動停利,12.0,90,2021
2021-08-31,空,,287,115,230,17270,移動停利,106.0,1030,2021
2021-09-01,多,,289,116,231,17411,移動停利,33.0,300,2021
2021-09-02,多,,288,115,230,17450,移動停利,37.0,340,2021
2021-09-03,空,,291,116,233,17413,移動停利,23.0,200,2021
2021-09-06,多,,282,113,226,17502,移動停利,62.0,590,2021
2021-09-07,空,,267,107,213,17481,移動停利,124.0,1210,2021
2021-09-08,空,,248,99,198,17383,移動停利,171.0,1680,2021
2021-09-09,多,,243,97,194,17178,移動停利,93.0,900,2021
2021-09-10,多,,222,89,177,17332,移動停利,114.0,1110,2021
2021-09-13,空,,220,88,176,17427,移動停利,51.0,480,2021
2021-09-14,空,,216,86,173,17503,移動停利,57.0,540,2021
2021-09-15,空,是,212,85,169,17398,移動停利,98.0,950,2021
2021-09-16,多,,203,81,163,17352,停損,-81.0,-840,2021
2021-09-17,空,,207,83,165,17224,移動停利,39.0,360,2021
2021-09-22,多,,223,89,178,16902,移動停利,18.0,150,2021
2021-09-23,空,,229,92,183,17015,停損,-92.0,-950,2021
2021-09-24,多,,226,90,181,17205,移動停利,50.0,470,2021
2021-09-27,多,,218,87,174,17310,移動停利,14.0,110,2021
2021-09-28,空,,224,89,179,17101,移動停利,39.0,360,2021
2021-09-29,空,,239,96,191,16884,移動停利,72.0,690,2021
2021-09-30,空,,239,96,191,16778,移動停利,54.0,510,2021
2021-10-01,空,,260,104,208,16743,停利,208.0,2050,2021
2021-10-04,空,,265,106,212,16580,停利,212.0,2090,2021
2021-10-05,空,,278,111,223,16164,停損,-111.0,-1140,2021
2021-10-06,空,,284,114,227,16452,移動停利,141.0,1380,2021
2021-10-07,多,,300,120,240,16586,移動停利,154.0,1510,2021
2021-10-08,空,,298,119,239,16714,移動停利,16.0,130,2021
2021-10-12,空,,306,123,245,16343,移動停利,38.0,350,2021
2021-10-13,空,,286,115,229,16511,移動停利,155.0,1520,2021
2021-10-14,空,,286,115,229,16480,移動停利,106.0,1030,2021
2021-10-15,空,,300,120,240,16631,移動停利,41.0,380,2021
2021-10-18,空,,303,121,242,16790,尾盤出場,73.0,700,2021
2021-10-19,空,,301,121,241,16790,停損,-121.0,-1240,2021
2021-10-20,空,是,281,112,225,16953,移動停利,30.0,270,2021
2021-10-21,多,,279,112,223,16903,移動停利,124.0,1210,2021
2021-10-22,空,,253,101,203,16836,移動停利,46.0,430,2021
2021-10-25,多,,245,98,196,16809,移動停利,13.0,100,2021
2021-10-26,多,,236,94,189,16990,移動停利,27.0,240,2021
2021-10-27,多,,231,92,185,16973,移動停利,32.0,290,2021
2021-10-28,多,,211,84,169,17030,移動停利,53.0,500,2021
2021-10-29,空,,214,86,171,17029,停利,171.0,1680,2021
2021-11-01,多,,203,81,162,17086,移動停利,24.0,210,2021
2021-11-02,多,,202,81,161,17185,移動停利,50.0,470,2021
2021-11-03,多,,192,77,153,17089,移動停利,18.0,150,2021
2021-11-04,空,,181,72,144,17242,移動停利,56.0,530,2021
2021-11-05,空,,183,73,147,17149,移動停利,23.0,200,2021
2021-11-08,多,,179,72,144,17304,尾盤出場,120.0,1170,2021
2021-11-09,多,,183,73,146,17512,移動停利,49.0,460,2021
2021-11-10,多,,172,69,138,17568,停損,-69.0,-720,2021
2021-11-11,多,,173,69,139,17458,移動停利,59.0,560,2021
2021-11-12,空,,171,68,137,17553,停損,-68.0,-710,2021
2021-11-15,多,,169,68,135,17649,移動停利,38.0,350,2021
2021-11-16,多,,162,65,130,17683,移動停利,14.0,110,2021
2021-11-17,空,是,160,64,128,17711,移動停利,13.0,100,2021
2021-11-18,多,,155,62,124,17797,移動停利,13.0,100,2021
2021-11-19,空,,151,60,121,17905,移動停利,30.0,270,2021
2021-11-22,多,,140,56,112,17836,移動停利,17.0,140,2021
2021-11-23,空,,148,59,118,17726,移動停利,44.0,410,2021
2021-11-24,多,,139,55,111,17647,移動停利,31.0,280,2021
2021-11-25,空,,132,53,106,17671,移動停利,51.0,480,2021
2021-11-26,空,,146,58,117,17450,停利,117.0,1140,2021
2021-11-29,多,,151,60,121,17283,停損,-60.0,-630,2021
2021-11-30,多,,161,64,129,17438,移動停利,79.0,760,2021
2021-12-01,多,,170,68,136,17384,停利,136.0,1330,2021
2021-12-02,多,,173,69,138,17576,移動停利,113.0,1100,2021
2021-12-03,空,,170,68,136,17670,移動停利,29.0,260,2021
2021-12-06,多,,180,72,144,17624,停損,-72.0,-750,2021
2021-12-07,空,,190,76,152,17662,移動停利,56.0,530,2021
2021-12-08,多,,193,77,154,17977,停損,-77.0,-800,2021
2021-12-09,多,,193,77,154,17922,停損,-77.0,-800,2021
2021-12-10,多,,197,79,158,17841,移動停利,13.0,100,2021
2021-12-13,空,,197,79,158,17892,移動停利,40.0,370,2021
2021-12-14,空,,203,81,162,17668,移動停利,38.0,350,2021
2021-12-15,空,是,204,82,163,17563,停損,-82.0,-850,2021
2021-12-16,空,,190,76,152,17738,移動停利,47.0,440,2021
2021-12-17,多,,181,72,145,17738,移動停利,40.0,370,2021
2021-12-20,多,,181,72,145,17724,停損,-72.0,-750,2021
2021-12-21,空,,178,71,142,17647,停損,-71.0,-740,2021
2021-12-22,空,,168,67,135,17816,移動停利,13.0,100,2021
2021-12-23,多,,170,68,136,17948,移動停利,15.0,120,2021
2021-12-24,多,,162,65,129,18020,停損,-65.0,-680,2021
2021-12-27,多,,156,63,125,18002,尾盤出場,67.0,640,2021
2021-12-28,多,,153,61,122,18131,尾盤出場,75.0,720,2021
2021-12-29,多,,150,60,120,18227,尾盤出場,47.0,440,2021
2021-12-30,空,,147,59,118,18235,移動停利,38.0,350,2021
2022-01-03,多,,146,58,117,18334,停損,-58.0,-610,2022
2022-01-04,多,,150,60,120,18392,移動停利,85.0,820,2022
2022-01-05,多,,149,60,119,18524,停損,-60.0,-630,2022
2022-01-06,多,,153,61,123,18374,停損,-61.0,-640,2022
2022-01-07,空,,172,69,138,18431,停利,138.0,1350,2022
2022-01-10,多,,174,69,139,18100,移動停利,113.0,1100,2022
2022-01-11,空,,170,68,136,18199,移動停利,77.0,740,2022
2022-01-12,空,,175,70,140,18369,移動停利,78.0,750,2022
2022-01-13,空,,172,69,138,18394,停損,-69.0,-720,2022
2022-01-14,空,,190,76,152,18483,停利,152.0,1490,2022
2022-01-17,多,,193,77,155,18462,移動停利,40.0,370,2022
2022-01-18,多,,200,80,160,18555,停損,-80.0,-830,2022
2022-01-19,多,是,203,81,162,18284,移動停利,41.0,380,2022
2022-01-20,空,,209,84,167,18153,移動停利,52.0,490,2022
2022-01-21,空,,224,89,179,18004,移動停利,88.0,850,2022
2022-01-24,空,,225,90,180,17736,移動停利,13.0,100,2022
2022-01-25,空,,245,98,196,17720,移動停利,69.0,660,2022
2022-01-26,多,,238,95,190,17696,移動停利,41.0,380,2022
2022-02-07,多,,232,93,185,17806,移動停利,20.0,170,2022
2022-02-08,多,,225,90,180,17995,移動停利,32.0,290,2022
2022-02-09,多,,227,91,182,18083,尾盤出場,78.0,750,2022
2022-02-10,空,,232,93,186,18196,移動停利,43.0,400,2022
2022-02-11,多,,235,94,188,18233,移動停利,34.0,310,2022
2022-02-14,空,,235,94,188,18072,移動停利,118.0,1150,2022
2022-02-15,多,,237,95,189,17989,移動停利,84.0,810,2022
2022-02-16,空,是,241,96,193,18164,尾盤出場,-43.0,-460,2022
2022-02-17,多,,243,97,194,18281,移動停利,24.0,210,2022
2022-02-18,多,,245,98,196,18080,移動停利,154.0,1510,2022
2022-02-21,多,,236,94,189,18080,移動停利,135.0,1320,2022
